INFO:__main__:dataset:
- multiple-graphs
- TUDataset
- MUTAG
derive_num: 10
is_random: false
logfname: mutag_dynamic-both_combinations.log
nas_args:
  dynamic_behaviour: change_both
  dynamic_nas_steps: 150
  forward:
    mode: train
    softmax_temp: 5.0
    tanh_c: 2.5
  hidden_size: 100
  reset:
    init_range: 0.1
ss_args:
  debug: false
  prob_scale: 4
  type: dynamic_prob
  with_combinations: true
trainer_args:
  derive:
    derive_from_history: false
  eval:
    save_model_flag: false
  train:
    derive_finaly: false
    num_eras: 30
    save_eras: 30
  train_controller:
    epochs: 20

INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gmm', 2, 'global_mean_pool', 3500], 0.717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gin', 2, 'global_mean_pool', 5000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gin', 2, 'global_mean_pool', 4000], 0.6666666666666666)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_mean_pool', 4000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_mean_pool', 4000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_mean_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_mean_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:train | 9 era_time 1754.1538763046265
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'tag', 2, 'global_max_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 4000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gin', 2, 'global_max_pool', 7000], 0.717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 7000], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'gin', 2, 'global_add_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gin', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_mean_pool', 4000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gin', 2, 'global_mean_pool', 7000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_mean_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'sage', 2, 'global_mean_pool', 7000], 0.717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_max_pool', 7000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gin', 2, 'global_mean_pool', 6500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'gin', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'sage', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 5000], 0.9487179487179487)
INFO:nas.trainer:train | 10 era_time 2205.126680135727
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 7000], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'tag', 2, 'global_mean_pool', 7000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_mean_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 4000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_mean_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gcn', 2, 'global_max_pool', 7000], 0.7435897435897436)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_mean_pool', 6000], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 5500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_mean_pool', 4000], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 4000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_add_pool', 6500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 7000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_mean_pool', 4000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_mean_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gin', 2, 'global_add_pool', 4000], 0.8205128205128205)
INFO:nas.trainer:train | 11 era_time 2033.5710082054138
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 3500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 4000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 5500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 6500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'tag', 2, 'global_add_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_mean_pool', 6500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gin', 2, 'global_add_pool', 5500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 3500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 4500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'tag', 2, 'global_mean_pool', 3000], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'tag', 2, 'global_mean_pool', 5500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gin', 2, 'global_mean_pool', 4000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 6500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'tag', 2, 'global_add_pool', 4500], 0.8717948717948718)
INFO:nas.trainer:train | 12 era_time 1794.5997712612152
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 3500], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_mean_pool', 5500], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 4500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_add_pool', 5500], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 3000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'sg', 2, 'global_mean_pool', 7000], 0.7435897435897436)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gin', 2, 'global_mean_pool', 3500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 4500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 5500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_mean_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gin', 2, 'global_add_pool', 6000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_add_pool', 4500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_max_pool', 3500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 5500], 0.7948717948717948)
INFO:nas.trainer:train | 13 era_time 1900.1392459869385
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 3500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gin', 2, 'global_add_pool', 4500], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'tag', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 8000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_add_pool', 5500], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 6500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 7000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gin', 2, 'global_add_pool', 3500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 4500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 7000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 4500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_mean_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 5500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 6500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 5500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:train | 14 era_time 2075.4948666095734
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 6000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 3000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sg', 'gin', 2, 'global_mean_pool', 4500], 0.717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 4000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 5000], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'tag', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 6500], 0.7948717948717948)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 5500], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'tag', 2, 'global_mean_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'gin', 2, 'global_mean_pool', 3000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 3500], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'gcn', 2, 'global_mean_pool', 3500], 0.7435897435897436)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_mean_pool', 3500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 5500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gin', 2, 'global_mean_pool', 6500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 6000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 5000], 0.8974358974358975)
INFO:nas.trainer:train | 15 era_time 1743.695594072342
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_mean_pool', 3500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_add_pool', 4000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gin', 2, 'global_mean_pool', 3000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'tag', 2, 'global_mean_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'tag', 2, 'global_mean_pool', 5500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 6500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_mean_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_mean_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gin', 2, 'global_add_pool', 6000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gat', 'gin', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 7000], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_mean_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'tag', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 6500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_mean_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:train | 16 era_time 1962.4663579463959
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 7000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'tag', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_mean_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_mean_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 5500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 4500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 7000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gmm', 'tag', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_mean_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 3500], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 3500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gin', 2, 'global_mean_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_mean_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'gin', 2, 'global_add_pool', 3000], 0.9230769230769231)
INFO:nas.trainer:train | 17 era_time 1922.1229238510132
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'tag', 2, 'global_add_pool', 3000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 3000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 5500], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_add_pool', 3000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 3000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'gin', 2, 'global_max_pool', 3500], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 5500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 7000], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 3000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 5500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 3500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'gin', 2, 'global_add_pool', 7000], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['sage', 'gin', 2, 'global_add_pool', 7000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'sage', 2, 'global_add_pool', 3000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 5500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gcn', 2, 'global_add_pool', 7000], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:train | 18 era_time 1557.6410269737244
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 3500], 0.9487179487179487)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_add_pool', 3500], 0.8717948717948718)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_mean_pool', 6000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gcn', 'gin', 2, 'global_add_pool', 3000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_mean_pool', 5500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['ssg', 'tag', 2, 'global_mean_pool', 6500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_mean_pool', 5500], 0.8461538461538461)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 5500], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_mean_pool', 5000], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['tag', 'gin', 2, 'global_mean_pool', 3000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'gin', 2, 'global_add_pool', 3000], 0.8974358974358975)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_add_pool', 5500], 0.8205128205128205)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'sg', 2, 'global_add_pool', 5500], 0.9230769230769231)
INFO:nas.trainer:eval | (sampled_gnn, metric_val) = (['gin', 'tag', 2, 'global_mean_pool', 5500], 0.8974358974358975)
